S.No.,District Code,District Name,Sub-District Code,Sub-District Name,Village Code,Village Version,Village Name ,Village Name,Village Category,Village Status,Census 2001 Code,Census 2011 Code,
5259,377,Dhamtari,7315,Bhakhara,446817,2,Silouti,सिलौटी,Rural,Inhabitant,01575500,446817,
5260,377,Dhamtari,7315,Bhakhara,446773,2,Siltara,सिलतरा,Rural,Inhabitant,01570900,446773,
5261,377,Dhamtari,7315,Bhakhara,446801,2,Singdehi(Bhendsar),सिंगदेही (भेंडसार),Rural,Inhabitant,01573700,446801,
5262,377,Dhamtari,7315,Bhakhara,446780,2,Sirwe,सिरवे,Rural,Inhabitant,01571600,446780,
5263,377,Dhamtari,7315,Bhakhara,446821,2,Soura Bandha,सौरा बांधा,Rural,Inhabitant,01575900,446821,
5264,377,Dhamtari,7315,Bhakhara,446810,2,Supela,सुपेला,Rural,Inhabitant,01574800,446810,
5265,377,Dhamtari,7315,Bhakhara,446815,2,Tarragondi,तर्रागोंदी,Rural,Inhabitant,01575300,446815,
5266,377,Dhamtari,7315,Bhakhara,446797,2,Thuha,ठुहा,Rural,Inhabitant,01573300,446797,
5267,377,Dhamtari,7315,Bhakhara,446813,2,Tipani,तिपनी,Rural,Inhabitant,01575100,446813,
5268,377,Dhamtari,3346,Dhamtari,931037,1,Aamdi,आमदी,Urban,Inhabitant,,000000,
5269,377,Dhamtari,3346,Dhamtari,447144,3,Achhota,अछोटा,Rural,Inhabitant,01608700,447144,
5270,377,Dhamtari,3346,Dhamtari,447163,2,Adekonha,अड़ेकान्हा,Rural,Inhabitant,01610600,447163,
5271,377,Dhamtari,3346,Dhamtari,447103,1,Akla Dongri,अकला डोंगरी,Rural,Inhabitant,01604600,447103,
5272,377,Dhamtari,3346,Dhamtari,447149,1,Amethi,अमेठी,Rural,Inhabitant,01609200,447149,
5273,377,Dhamtari,3346,Dhamtari,447169,1,Arjuni (Og),अर्जुनी (ओजी),Rural,Inhabitant,01601100,447169,
5274,377,Dhamtari,3346,Dhamtari,447123,3,Aroud,अरौद,Rural,Inhabitant,01606600,447123,
5275,377,Dhamtari,3346,Dhamtari,447158,3,Aroud,अरौद,Rural,Inhabitant,01610100,447158,
5276,377,Dhamtari,3346,Dhamtari,447160,3,Bagodar,बागोदार,Rural,Inhabitant,01610300,447160,
5277,377,Dhamtari,3346,Dhamtari,447064,1,Baliyara,बलियारा,Rural,Inhabitant,01600200,447064,
5278,377,Dhamtari,3346,Dhamtari,447152,1,Banjari,बंजारी,Rural,Inhabitant,01609500,447152,
5279,377,Dhamtari,3346,Dhamtari,447138,3,Barari,बरारी,Rural,Inhabitant,01608100,447138,
5280,377,Dhamtari,3346,Dhamtari,447125,3,Barbandha,बरबांधा,Rural,Inhabitant,01606800,447125,
5281,377,Dhamtari,3346,Dhamtari,447115,3,Bargari,बरगारी,Rural,Inhabitant,01605800,447115,
5282,377,Dhamtari,3346,Dhamtari,447052,1,Barna,बरना,Rural,Inhabitant,01599000,447052,
5283,377,Dhamtari,3346,Dhamtari,931038,1,Bathena,बठेना,Urban,Inhabitant,,000000,
5284,377,Dhamtari,3346,Dhamtari,447085,1,Beltara,बेलतरा,Rural,Inhabitant,01602800,447085,
5285,377,Dhamtari,3346,Dhamtari,447080,1,Bendra Nawagaon,बेन्द्रा नवागांव,Rural,Inhabitant,01602200,447080,
5286,377,Dhamtari,3346,Dhamtari,447022,1,Bhanpuri,भनपुरी,Rural,Inhabitant,01596100,447022,
5287,377,Dhamtari,3346,Dhamtari,447162,3,Bharari,भरारी,Rural,Inhabitant,01610500,447162,
5288,377,Dhamtari,3346,Dhamtari,447081,1,Bhatgaon,भटगाँव,Rural,Inhabitant,01602300,447081,
5289,377,Dhamtari,3346,Dhamtari,447161,3,Bhawarmara,भवरमारा,Rural,Inhabitant,01610400,447161,
5290,377,Dhamtari,3346,Dhamtari,447119,3,Bhidavar,भिड़ावर,Rural,Inhabitant,01606200,447119,
5291,377,Dhamtari,3346,Dhamtari,447065,1,Bhothli,भोथली,Rural,Inhabitant,01600300,447065,
5292,377,Dhamtari,3346,Dhamtari,447141,3,Bhoyna,भोयना,Rural,Inhabitant,01608400,447141,
5293,377,Dhamtari,3346,Dhamtari,447043,3,Bijnapuri,बिजनापूरी,Rural,Inhabitant,01598100,447043,
5294,377,Dhamtari,3346,Dhamtari,447092,1,Bishrampur,बिश्रामपुर,Rural,Inhabitant,01603500,447092,
5295,377,Dhamtari,3346,Dhamtari,447053,1,Bodachhapar,बोडाछपार,Rural,Inhabitant,01599100,447053,
5296,377,Dhamtari,3346,Dhamtari,447062,1,Bodra,बोदरा,Rural,Inhabitant,01600000,447062,
5297,377,Dhamtari,3346,Dhamtari,447040,1,Bodra (Puri),बोदरा (पूरी),Rural,Inhabitant,01597800,447040,
5298,377,Dhamtari,3346,Dhamtari,447083,1,Borid Khurd,बोरिद खुर्द,Rural,Inhabitant,01602600,447083,
5299,377,Dhamtari,3346,Dhamtari,447046,1,Chhati,छाती,Rural,Inhabitant,01598400,447046,
5300,377,Dhamtari,3346,Dhamtari,447100,1,Chikhli,चिखली,Rural,Inhabitant,01604300,447100,
5301,377,Dhamtari,3346,Dhamtari,447088,1,Dangi Macha,दांगी माचा,Rural,Inhabitant,01603100,447088,
5302,377,Dhamtari,3346,Dhamtari,447156,1,Darri,दर्री,Rural,Inhabitant,01609900,447156,
5303,377,Dhamtari,3346,Dhamtari,447071,1,Demar,डेमर,Rural,Inhabitant,01600900,447071,
5304,377,Dhamtari,3346,Dhamtari,447060,1,Deopur,देवपुर,Rural,Inhabitant,01599800,447060,
5305,377,Dhamtari,3346,Dhamtari,447054,1,Deori,देवरी,Rural,Inhabitant,01599200,447054,
5306,377,Dhamtari,3346,Dhamtari,931039,1,Dhamtri,धमतरी,Urban,Inhabitant,,000000,
5307,377,Dhamtari,3346,Dhamtari,447041,1,Dhaurabhatha,धौराभाठा,Rural,Inhabitant,01597900,447041,
5308,377,Dhamtari,3346,Dhamtari,447055,1,Dhimar Tikur,धीमर टिकुर,Rural,Inhabitant,01599300,447055,
5309,377,Dhamtari,3346,Dhamtari,447063,1,Dodki,दोडकी,Rural,Inhabitant,01600100,447063,
5310,377,Dhamtari,3346,Dhamtari,447056,1,Donar,दोनार,Rural,Inhabitant,01599400,447056,
5311,377,Dhamtari,3346,Dhamtari,447058,1,Gagra,गागरा,Rural,Inhabitant,01599600,447058,
5312,377,Dhamtari,3346,Dhamtari,447090,3,Gangrel,गंगरेल,Rural,Inhabitant,01603300,447090,
5313,377,Dhamtari,3346,Dhamtari,931040,1,Gokulpur,गोकुलपुर,Urban,Inhabitant,,000000,
5314,377,Dhamtari,3346,Dhamtari,447042,3,Gopalpuri,गोपालपुरी,Rural,Inhabitant,01598000,447042,
5315,377,Dhamtari,3346,Dhamtari,447126,3,Harfar,हरफार,Rural,Inhabitant,01606900,447126,
5316,377,Dhamtari,3346,Dhamtari,447147,1,Harfatarai,हरफातराई,Rural,Inhabitant,01609000,447147,
5317,377,Dhamtari,3346,Dhamtari,931041,1,Hatkeshar,हटकेशर,Urban,Inhabitant,,000000,
5318,377,Dhamtari,3346,Dhamtari,447157,3,Janwargaon,जानवरगाँव,Rural,Inhabitant,01610000,447157,
5319,377,Dhamtari,3346,Dhamtari,447048,1,Jhiriya,झरिया,Rural,Inhabitant,01598600,447048,
5320,377,Dhamtari,3346,Dhamtari,945878,2,Jogidih,जोगीडीह,Rural,Inhabitant,,000000,
5321,377,Dhamtari,3346,Dhamtari,447165,3,Kalarbahra,कलारबाहरा,Rural,Inhabitant,01610800,447165,
5322,377,Dhamtari,3346,Dhamtari,447150,1,Kalartarai,कालातराई,Rural,Inhabitant,01609300,447150,
5323,377,Dhamtari,3346,Dhamtari,447059,1,Kandel,कंडेल,Rural,Inhabitant,01599700,447059,
5324,377,Dhamtari,3346,Dhamtari,447135,3,Kandri,कन्दरी,Rural,Inhabitant,01607800,447135,
5325,377,Dhamtari,3346,Dhamtari,447148,1,Kanidabri,कानीडबरी,Rural,Inhabitant,01609100,447148,
5326,377,Dhamtari,3346,Dhamtari,447145,1,Karetha,करेठा,Rural,Inhabitant,01608800,447145,
5327,377,Dhamtari,3346,Dhamtari,447086,1,Kasawahi,कसवाही,Rural,Inhabitant,01602900,447086,
5328,377,Dhamtari,3346,Dhamtari,447072,1,Khapri,खपरी,Rural,Inhabitant,01601000,447072,
5329,377,Dhamtari,3346,Dhamtari,447155,1,Kharenga,खरेंगा,Rural,Inhabitant,01609800,447155,
5330,377,Dhamtari,3346,Dhamtari,447077,1,Khartuli,खरतुली,Rural,Inhabitant,01601700,447077,
5331,377,Dhamtari,3346,Dhamtari,447087,1,Khirgitola,खिरगीटोला,Rural,Inhabitant,01603000,447087,
5332,377,Dhamtari,3346,Dhamtari,447121,3,Kisanpuri,किसानपूरी,Rural,Inhabitant,01606400,447121,
5333,377,Dhamtari,3346,Dhamtari,447108,1,Kodagahan,कोड़ागहन,Rural,Inhabitant,01605100,447108,
5334,377,Dhamtari,3346,Dhamtari,447117,3,Kodegaon,कोड़ेगाँव,Rural,Inhabitant,01606000,447117,
5335,377,Dhamtari,3346,Dhamtari,447104,1,Kodegaon Mal,कोड़ेगाँव माल,Rural,Inhabitant,01604700,447104,
5336,377,Dhamtari,3346,Dhamtari,447105,1,Kodegaon Ryt,कोड़ेगाँव रीत,Rural,Inhabitant,01604800,447105,
5337,377,Dhamtari,3346,Dhamtari,447102,1,Kohka,कोहका,Rural,Inhabitant,01604500,447102,
5338,377,Dhamtari,3346,Dhamtari,447146,1,Koliyari,कोलीयारी,Rural,Inhabitant,01608900,447146,
5339,377,Dhamtari,3346,Dhamtari,447098,1,Koliyari,कोलियारी,Rural,Inhabitant,01604100,447098,
5340,377,Dhamtari,3346,Dhamtari,447113,3,Kosmi,कोसमी,Rural,Inhabitant,01605600,447113,
5341,377,Dhamtari,3346,Dhamtari,447137,3,Kotabharri,कोटाभर्री,Rural,Inhabitant,01608000,447137,
5342,377,Dhamtari,3346,Dhamtari,447027,1,Kurmatarai,कुरमातराई,Rural,Inhabitant,01596600,447027,
5343,377,Dhamtari,3346,Dhamtari,447159,3,Leelar,लीलर,Rural,Inhabitant,01610200,447159,
5344,377,Dhamtari,3346,Dhamtari,447067,1,Limtara,लिमतरा,Rural,Inhabitant,01600500,447067,
5345,377,Dhamtari,3346,Dhamtari,447079,1,Loharsi (Loharsing),लोहरसी (लोहरसिंग),Rural,Inhabitant,01601900,447079,
5346,377,Dhamtari,3346,Dhamtari,447091,1,Madwa Pathra,मडवा पथरा,Rural,Inhabitant,01603400,447091,
5347,377,Dhamtari,3346,Dhamtari,447109,1,Malgaon,मालगाँव,Rural,Inhabitant,01605200,447109,
5348,377,Dhamtari,3346,Dhamtari,447089,3,Maradeo,मारादेव,Rural,Inhabitant,01603200,447089,
5349,377,Dhamtari,3346,Dhamtari,447101,1,Mategahan,मेटागहन,Rural,Inhabitant,01604400,447101,
5350,377,Dhamtari,3346,Dhamtari,447142,3,Mathuradih,मथुराडीह,Rural,Inhabitant,01608500,447142,
5351,377,Dhamtari,3346,Dhamtari,447133,3,Mongari,मोंगरी,Rural,Inhabitant,01607600,447133,
5352,377,Dhamtari,3346,Dhamtari,447118,3,Mongra Gahan,मोंगर गहन,Rural,Inhabitant,01606100,447118,
5353,377,Dhamtari,3346,Dhamtari,447139,3,Mudpar,मुड़पार,Rural,Inhabitant,01608200,447139,
5354,377,Dhamtari,3346,Dhamtari,447078,1,Mujgahan,मुजगहन,Rural,Inhabitant,01601800,447078,
5355,377,Dhamtari,3346,Dhamtari,447153,1,Nawagaon,नवागांव,Rural,Inhabitant,01609600,447153,
5356,377,Dhamtari,3346,Dhamtari,447049,1,Nawagaon,नवागांव,Rural,Inhabitant,01598700,447049,
5357,377,Dhamtari,3346,Dhamtari,447082,1,Nawagaon Khurd,नवागांव खुर्द,Rural,Inhabitant,01602500,447082,
5358,377,Dhamtari,3346,Dhamtari,447166,3,Pahariyakonha,पहरियाकोंहा,Rural,Inhabitant,01610900,447166,
5359,377,Dhamtari,3346,Dhamtari,447106,3,Pandri Pani (Jangalpara),पंडरी पानी (जंगलपारा),Rural,Inhabitant,01604900,447106,
5360,377,Dhamtari,3346,Dhamtari,447107,3,Pandri Pani (Malgujari),पंडरी पानी (मालगुजारी),Rural,Inhabitant,01605000,447107,
5361,377,Dhamtari,3346,Dhamtari,447076,1,Parastarai,परसतराई,Rural,Inhabitant,01601600,447076,
5362,377,Dhamtari,3346,Dhamtari,447066,1,Parewadih,परेवाडीह,Rural,Inhabitant,01600400,447066,
5363,377,Dhamtari,3346,Dhamtari,447151,1,Parsuli (Amethi),परसुली (अमेठी),Rural,Inhabitant,01609400,447151,
5364,377,Dhamtari,3346,Dhamtari,447122,3,Patelguda,पटेलगुडा,Rural,Inhabitant,01606500,447122,
5365,377,Dhamtari,3346,Dhamtari,447124,3,Patoud,पटौद,Rural,Inhabitant,01606700,447124,
5366,377,Dhamtari,3346,Dhamtari,447057,1,Piparchhedi,पिपरछेदी,Rural,Inhabitant,01599500,447057,
5367,377,Dhamtari,3346,Dhamtari,447026,1,Piparchhedi,पिपरछेदी,Rural,Inhabitant,01596500,447026,
5368,377,Dhamtari,3346,Dhamtari,447075,1,Potiyadih,पोटियाडीह,Rural,Inhabitant,01601500,447075,
5369,377,Dhamtari,3346,Dhamtari,447044,2,Puri,पूरी,Rural,Inhabitant,01598200,447044,
5370,377,Dhamtari,3346,Dhamtari,957357,1,Puri No. 02,पुरी नं. 02,Rural,Inhabitant,,000000,
5371,377,Dhamtari,3346,Dhamtari,447020,1,Ranwa,रांवा,Rural,Inhabitant,01595900,447020,
5372,377,Dhamtari,3346,Dhamtari,447170,1,Ratna Bandha (Og),रतना बांधा (ओजी),Rural,Inhabitant,01602000,447170,
5373,377,Dhamtari,3346,Dhamtari,447028,1,Rawanguda,रावनगुडा,Rural,Inhabitant,01596700,447028,
5374,377,Dhamtari,3346,Dhamtari,447171,1,Rudri (Og),रुद्री (ओजी),Rural,Inhabitant,01602100,447171,
5375,377,Dhamtari,3346,Dhamtari,447070,1,Sambalpur,संबलपुर,Rural,Inhabitant,01600800,447070,
5376,377,Dhamtari,3346,Dhamtari,447061,1,Sankra,सांकरा,Rural,Inhabitant,01599900,447061,
5377,377,Dhamtari,3346,Dhamtari,447154,1,Sarangpuri,सारंगपुरी,Rural,Inhabitant,01609700,447154,
5378,377,Dhamtari,3346,Dhamtari,447045,1,Sarsopuri,सरसोपुरी,Rural,Inhabitant,01598300,447045,
5379,377,Dhamtari,3346,Dhamtari,447110,1,Satiyara,सतीयारा,Rural,Inhabitant,01605300,447110,
5380,377,Dhamtari,3346,Dhamtari,447073,1,Sehradabri,सेहराडबरी,Rural,Inhabitant,01601200,447073,
5381,377,Dhamtari,3346,Dhamtari,447050,1,Semra,सेमरा,Rural,Inhabitant,01598800,447050,
5382,377,Dhamtari,3346,Dhamtari,447051,1,Seoni Khurd,सिवनी खुर्द,Rural,Inhabitant,01598900,447051,
5383,377,Dhamtari,3346,Dhamtari,447140,3,Shakarwara,शकरवारा,Rural,Inhabitant,01608300,447140,
5384,377,Dhamtari,3346,Dhamtari,447074,1,Shankardah,शंकरडाह,Rural,Inhabitant,01601300,447074,
5385,377,Dhamtari,3346,Dhamtari,447172,1,Shyamtrai (Og),श्यामतराई (ओजी),Rural,Inhabitant,01602400,447172,
5386,377,Dhamtari,3346,Dhamtari,447127,3,Siltara,सिलतरा,Rural,Inhabitant,01607000,447127,
5387,377,Dhamtari,3346,Dhamtari,447120,3,Singhola,सिंघोला,Rural,Inhabitant,01606300,447120,
5388,377,Dhamtari,3346,Dhamtari,447084,1,Soram,सोरम,Rural,Inhabitant,01602700,447084,
5389,377,Dhamtari,3346,Dhamtari,931036,1,Soridbhat,सोरिदभाट,Urban,Inhabitant,,000000,
5390,377,Dhamtari,3346,Dhamtari,447021,1,Tarsinwa,तरसिवा,Rural,Inhabitant,01596000,447021,
5391,377,Dhamtari,3346,Dhamtari,447069,1,Telnisatti (Telinsatti),तेलनीसट्टी (तेलिनसट्टी),Rural,Inhabitant,01600700,447069,
5392,377,Dhamtari,3346,Dhamtari,447143,3,Tendu Kona,तेंदू कोना,Rural,Inhabitant,01608600,447143,
5393,377,Dhamtari,3346,Dhamtari,447099,1,Tirra,तिर्रा,Rural,Inhabitant,01604200,447099,
5394,377,Dhamtari,3346,Dhamtari,447093,1,Tuma Bahra,तुमा बाहरा,Rural,Inhabitant,01603600,447093,
5395,377,Dhamtari,3346,Dhamtari,447097,1,Tumabujurg,तुमाबुजुर्ग,Rural,Inhabitant,01604000,447097,
5396,377,Dhamtari,3346,Dhamtari,447047,1,Udena,उडेना,Rural,Inhabitant,01598500,447047,
5397,377,Dhamtari,3346,Dhamtari,447134,3,Urpoti,उरपोटी,Rural,Inhabitant,01607700,447134,
5398,377,Dhamtari,3346,Dhamtari,447068,1,Uslapur,उसलापुर,Rural,Inhabitant,01600600,447068,
5399,377,Dhamtari,7314,Kukrel,447204,2,Amlipara,अमलीपारा,Rural,Inhabitant,01614300,447204,
5400,377,Dhamtari,7314,Kukrel,447208,2,Bagroomnala,बागरूमनाला,Rural,Inhabitant,01614700,447208,
5401,377,Dhamtari,7314,Kukrel,447181,2,Banbagaud,बनबगौद,Rural,Inhabitant,01612000,447181,
5402,377,Dhamtari,7314,Kukrel,447190,2,Banraud,बनरौद,Rural,Inhabitant,01612900,447190,
5403,377,Dhamtari,7314,Kukrel,447185,2,Barbandha,बारबांधा,Rural,Inhabitant,01612400,447185,
5404,377,Dhamtari,7314,Kukrel,447203,2,Barkona,बारकोना,Rural,Inhabitant,01614200,447203,
5405,377,Dhamtari,7314,Kukrel,447337,2,Basikhai,बासीखाई,Rural,Inhabitant,01627800,447337,
5406,377,Dhamtari,7314,Kukrel,447411,2,Bedhawapathra,बेधवापथरा,Rural,Inhabitant,01635300,447411,
5407,377,Dhamtari,7314,Kukrel,447421,2,Bendrapani,बेन्द्रापानी,Rural,Inhabitant,01636300,447421,
5408,377,Dhamtari,7314,Kukrel,447200,2,Bhothapara,भोथापारा,Rural,Inhabitant,01613900,447200,
5409,377,Dhamtari,7314,Kukrel,447209,2,Bijapur (Ryt),बीजापुर (रीत),Rural,Inhabitant,01614800,447209,
5410,377,Dhamtari,7314,Kukrel,447206,2,Chanagaon,चनागांव,Rural,Inhabitant,01614500,447206,
5411,377,Dhamtari,7314,Kukrel,945881,1,Chandanpur,चंदनपुर,Rural,Inhabitant,,000000,
5412,377,Dhamtari,7314,Kukrel,447195,2,Chhalkani,छलकानी,Rural,Inhabitant,01613400,447195,
5413,377,Dhamtari,7314,Kukrel,447205,2,Chhindbharri,छिंदभर्री,Rural,Inhabitant,01614400,447205,
5414,377,Dhamtari,7314,Kukrel,447175,2,Chhuhi,छुही,Rural,Inhabitant,01611400,447175,
5415,377,Dhamtari,7314,Kukrel,447173,2,Dargahan,दारगहन,Rural,Inhabitant,01611200,447173,
5416,377,Dhamtari,7314,Kukrel,447338,2,Dokal,दोकल,Rural,Inhabitant,01627900,447338,
5417,377,Dhamtari,7314,Kukrel,447334,2,Gedrapara,गेद्रापारा,Rural,Inhabitant,01627500,447334,
5418,377,Dhamtari,7314,Kukrel,447210,2,Hitali,हिताली,Rural,Inhabitant,01614900,447210,
5419,377,Dhamtari,7314,Kukrel,447420,2,Jampani,जामपानी,Rural,Inhabitant,01636200,447420,
5420,377,Dhamtari,7314,Kukrel,447182,2,Jarha Khar,जरहा खार,Rural,Inhabitant,01612100,447182,
5421,377,Dhamtari,7314,Kukrel,447193,2,Jhuratarai,झुरातराई,Rural,Inhabitant,01613200,447193,
5422,377,Dhamtari,7314,Kukrel,447178,2,Kantakurri,कांटाकुर्री,Rural,Inhabitant,01611700,447178,
5423,377,Dhamtari,7314,Kukrel,447199,2,Keregaon,केरेगाँव,Rural,Inhabitant,01613800,447199,
5424,377,Dhamtari,7314,Kukrel,447335,2,Khadadah,खादाडाह,Rural,Inhabitant,01627600,447335,
5425,377,Dhamtari,7314,Kukrel,447339,2,Khairbharri,खैरभर्री,Rural,Inhabitant,01628000,447339,
5426,377,Dhamtari,7314,Kukrel,447198,2,Korra,कोर्रा,Rural,Inhabitant,01613700,447198,
5427,377,Dhamtari,7314,Kukrel,447194,2,Kotarwahi,कोटरवाही,Rural,Inhabitant,01613300,447194,
5428,377,Dhamtari,7314,Kukrel,447189,2,Kukrel,कुकरेल,Rural,Inhabitant,01612800,447189,
5429,377,Dhamtari,7314,Kukrel,447192,2,Kumhada,कुम्हाडा,Rural,Inhabitant,01613100,447192,
5430,377,Dhamtari,7314,Kukrel,447336,2,Kurmajhar,कुरमाझर,Rural,Inhabitant,01627700,447336,
5431,377,Dhamtari,7314,Kukrel,447183,2,Kurridih,कुर्रीडीह,Rural,Inhabitant,01612200,447183,
5432,377,Dhamtari,7314,Kukrel,447333,2,Lahsunvahi,लहसुनवाही,Rural,Inhabitant,01627400,447333,
5433,377,Dhamtari,7314,Kukrel,945879,1,Lattidera,लट्टीडेरा,Rural,Inhabitant,,000000,
5434,377,Dhamtari,7314,Kukrel,447332,2,Madamsilli,मडमसिल्ली,Rural,Inhabitant,01627300,447332,
5435,377,Dhamtari,7314,Kukrel,447196,2,Magaud,मगौद,Rural,Inhabitant,01613500,447196,
5436,377,Dhamtari,7314,Kukrel,447188,2,Makardona,मकरडोना,Rural,Inhabitant,01612700,447188,
5437,377,Dhamtari,7314,Kukrel,447191,2,Mardapoti,मरदापोती,Rural,Inhabitant,01613000,447191,
5438,377,Dhamtari,7314,Kukrel,447187,2,Mohlai,मोहलाई,Rural,Inhabitant,01612600,447187,
5439,377,Dhamtari,7314,Kukrel,447201,2,Nathukona,नाथूकोना,Rural,Inhabitant,01614000,447201,
5440,377,Dhamtari,7314,Kukrel,447197,2,Pardhi,पारधी,Rural,Inhabitant,01613600,447197,
5441,377,Dhamtari,7314,Kukrel,447177,2,Patharridih,पथर्रीडीह,Rural,Inhabitant,01611600,447177,
5442,377,Dhamtari,7314,Kukrel,447184,2,Piparchhedi,पीपरछेदी,Rural,Inhabitant,01612300,447184,
5443,377,Dhamtari,7314,Kukrel,447202,2,Raipara,रायपारा,Rural,Inhabitant,01614100,447202,
5444,377,Dhamtari,7314,Kukrel,447176,2,Salhebhath,साल्हेभाथ,Rural,Inhabitant,01611500,447176,
5445,377,Dhamtari,7314,Kukrel,447174,2,Saloni,सलोनी,Rural,Inhabitant,01611300,447174,
5446,377,Dhamtari,7314,Kukrel,945880,1,Singholapara,सिंघोलापारा,Rural,Inhabitant,,000000,
5447,377,Dhamtari,7314,Kukrel,447180,2,Siraud Kalan,सिरौद कला,Rural,Inhabitant,01611900,447180,
5448,377,Dhamtari,7314,Kukrel,447179,2,Siraudkhurd,सिरौदखुर्द,Rural,Inhabitant,01611800,447179,
5449,377,Dhamtari,7314,Kukrel,447186,2,Siyadehi,सियादेही,Rural,Inhabitant,01612500,447186,
5450,377,Dhamtari,7314,Kukrel,447207,2,Siyarinala,सियारीनाला,Rural,Inhabitant,01614600,447207,
5451,377,Dhamtari,3344,Kurud,446844,1,Aalekhuta,आलेखूंटा,Rural,Inhabitant,01578100,446844,
5452,377,Dhamtari,3344,Kurud,446845,1,Achhoti,अछोटी,Rural,Inhabitant,01578200,446845,
5453,377,Dhamtari,3344,Kurud,446793,1,Anwari,अंवरी,Rural,Inhabitant,01572900,446793,
5454,377,Dhamtari,3344,Kurud,446840,1,Atang,अतंग,Rural,Inhabitant,01577700,446840,
5455,377,Dhamtari,3344,Kurud,446837,1,Bagoud,बगौद,Rural,Inhabitant,01577400,446837,
5456,377,Dhamtari,3344,Kurud,446864,1,Bakli,बकली,Rural,Inhabitant,01580100,446864,
5457,377,Dhamtari,3344,Kurud,446893,1,Bangar,बांगर,Rural,Inhabitant,01583000,446893,
5458,377,Dhamtari,3344,Kurud,446841,1,Bhahtagaon,भाठागांव,Rural,Inhabitant,01577800,446841,
5459,377,Dhamtari,3344,Kurud,446865,1,Bhainsmudi,भैंसमुंडी,Rural,Inhabitant,01580200,446865,
5460,377,Dhamtari,3344,Kurud,446888,1,Bhaloojhulan,भालूझूलन,Rural,Inhabitant,01582500,446888,
5461,377,Dhamtari,3344,Kurud,446843,1,Bhalookona,भालूकोना,Rural,Inhabitant,01578000,446843,
5462,377,Dhamtari,3344,Kurud,446875,1,Bharda,भरदा,Rural,Inhabitant,01581200,446875,
5463,377,Dhamtari,3344,Kurud,446787,1,Bharda,भरदा,Rural,Inhabitant,01572300,446787,
5464,377,Dhamtari,3344,Kurud,446879,1,Bhothli (Khurd),भोथली (खुर्द),Rural,Inhabitant,01581600,446879,
5465,377,Dhamtari,3344,Kurud,446839,1,Bhusrenga,भुसरेंगा,Rural,Inhabitant,01577600,446839,
5466,377,Dhamtari,3344,Kurud,446791,1,Birejhar,बिरेझर,Rural,Inhabitant,01572700,446791,
5467,377,Dhamtari,3344,Kurud,446869,1,Charbhatha,चारभाठा,Rural,Inhabitant,01580600,446869,
5468,377,Dhamtari,3344,Kurud,446878,1,Charmudiya,चारमुड़िया,Rural,Inhabitant,01581500,446878,
5469,377,Dhamtari,3344,Kurud,446890,1,Charra,चर्रा,Rural,Inhabitant,01582700,446890,
5470,377,Dhamtari,3344,Kurud,446790,1,Chataud,चटौद,Rural,Inhabitant,01572600,446790,
5471,377,Dhamtari,3344,Kurud,446856,1,Chiwri,चिवरी,Rural,Inhabitant,01579300,446856,
5472,377,Dhamtari,3344,Kurud,446838,1,Chorbhatthi,चोरभट्ठी,Rural,Inhabitant,01577500,446838,
5473,377,Dhamtari,3344,Kurud,446889,1,Dadesara,दादेसरा,Rural,Inhabitant,01582600,446889,
5474,377,Dhamtari,3344,Kurud,446872,1,Dahdaha,डहडहा,Rural,Inhabitant,01580900,446872,
5475,377,Dhamtari,3344,Kurud,446789,1,Darba,दरबा,Rural,Inhabitant,01572500,446789,
5476,377,Dhamtari,3344,Kurud,446857,1,Darra,दर्रा,Rural,Inhabitant,01579400,446857,
5477,377,Dhamtari,3344,Kurud,446852,1,Dhetha,धेठा,Rural,Inhabitant,01578900,446852,
5478,377,Dhamtari,3344,Kurud,446859,1,Dhuma (Dhooma),धुमा (धूमा),Rural,Inhabitant,01579600,446859,
5479,377,Dhamtari,3344,Kurud,446854,1,Fusera,फुसेरा,Rural,Inhabitant,01579100,446854,
5480,377,Dhamtari,3344,Kurud,446883,1,Gadadih,गाडाडीह,Rural,Inhabitant,01582000,446883,
5481,377,Dhamtari,3344,Kurud,446784,1,Gadhidih,गाढ़ीडीह,Rural,Inhabitant,01572000,446784,
5482,377,Dhamtari,3344,Kurud,446848,1,Gatapar,गातापार,Rural,Inhabitant,01578500,446848,
5483,377,Dhamtari,3344,Kurud,446842,1,Gobra,गोबरा,Rural,Inhabitant,01577900,446842,
5484,377,Dhamtari,3344,Kurud,446862,1,Goji,गोजी,Rural,Inhabitant,01579900,446862,
5485,377,Dhamtari,3344,Kurud,446870,1,Gudguda,गुदगुदा,Rural,Inhabitant,01580700,446870,
5486,377,Dhamtari,3344,Kurud,446853,1,Hatband,हतबंद,Rural,Inhabitant,01579000,446853,
5487,377,Dhamtari,3344,Kurud,446782,1,Jamgaon,जामगाँव,Rural,Inhabitant,01571800,446782,
5488,377,Dhamtari,3344,Kurud,446900,1,Joratarai,जोरातराई,Rural,Inhabitant,01583700,446900,
5489,377,Dhamtari,3344,Kurud,446847,1,Kalle,काल्हे,Rural,Inhabitant,01578400,446847,
5490,377,Dhamtari,3344,Kurud,446885,1,Kamraude,कमरोड़े,Rural,Inhabitant,01582200,446885,
5491,377,Dhamtari,3344,Kurud,446887,1,Kanharpuri,कन्हारपूरी,Rural,Inhabitant,01582400,446887,
